"Stratum"	"GeneID"
1	"ECHDC1"
1	"ECHDC2"
1	"ECHDC3"
1	"ECHS1"
1	"ECI1"
1	"ECI2"
9	"ECM1"
1	"ECM2"
1	"ECPAS"
10	"ECRG4"
3	"ECSIT"
2	"ECT2"
1	"ECT2L"
5	"EDA"
5	"EDA2R"
7	"EDAR"
8	"EDARADD"
1	"EDC3"
2	"EDC4"
17	"EDDM3A"
17	"EDDM3B"
1	"EDEM1"
1	"EDEM2"
1	"EDEM3"
1	"EDF1"
1	"EDIL3"
9	"EDN1"
9	"EDN2"
9	"EDN3"
4	"EDNRA"
4	"EDNRB"
1	"EDRF1"
1	"EEA1"
1	"EED"
1	"EEF1A1"
1	"EEF1A2"
1	"EEF1AKMT1"
1	"EEF1AKMT2"
1	"EEF1AKMT3"
1	"EEF1AKMT4"
1	"EEF1AKMT4-ECE2"
1	"EEF1B2"
1	"EEF1D"
1	"EEF1E1"
2	"EEF1E1-BLOC1S5"
1	"EEF1G"
1	"EEF2"
1	"EEF2K"
1	"EEF2KMT"
1	"EEFSEC"
3	"EEIG1"
2	"EEIG2"
1	"EEPD1"
2	"EFCAB10"
1	"EFCAB11"
5	"EFCAB12"
6	"EFCAB13"
6	"EFCAB14"
1	"EFCAB2"
2	"EFCAB3"
3	"EFCAB5"
2	"EFCAB6"
1	"EFCAB7"
1	"EFCAB8"
2	"EFCAB9"
7	"EFCC1"
1	"EFEMP1"
1	"EFEMP2"
1	"EFHB"
1	"EFHC1"
1	"EFHC2"
2	"EFHD1"
1	"EFHD2"
1	"EFL1"
6	"EFNA1"
6	"EFNA2"
1	"EFNA3"
6	"EFNA4"
6	"EFNA5"
5	"EFNB1"
5	"EFNB3"
2	"EFR3A"
2	"EFR3B"
5	"EFS"
1	"EFTUD2"
4	"EGF"
4	"EGFL6"
2	"EGFL7"
1	"EGFL8"
1	"EGFLAM"
1	"EGFR"
1	"EGLN1"
1	"EGLN2"
1	"EGLN3"
1	"EGR1"
1	"EGR2"
1	"EGR3"
4	"EGR4"
1	"EHBP1"
1	"EHBP1L1"
1	"EHD1"
1	"EHD2"
1	"EHD3"
1	"EHD4"
4	"EHF"
1	"EHHADH"
1	"EHMT1"
1	"EHMT2"
2	"EI24"
18	"EID1"
18	"EID2"
18	"EID2B"
1	"EID3"
1	"EIF1"
1	"EIF1AD"
1	"EIF1AX"
1	"EIF1AY"
1	"EIF1B"
1	"EIF2A"
1	"EIF2AK1"
1	"EIF2AK2"
1	"EIF2AK3"
1	"EIF2AK4"
1	"EIF2B1"
1	"EIF2B2"
1	"EIF2B3"
1	"EIF2B4"
1	"EIF2B5"
1	"EIF2D"
1	"EIF2S1"
1	"EIF2S2"
1	"EIF2S3"
1	"EIF2S3B"
1	"EIF3A"
1	"EIF3B"
1	"EIF3C"
1	"EIF3CL"
1	"EIF3D"
1	"EIF3E"
1	"EIF3F"
1	"EIF3G"
1	"EIF3H"
1	"EIF3I"
2	"EIF3J"
1	"EIF3K"
1	"EIF3L"
1	"EIF3M"
1	"EIF4A1"
1	"EIF4A2"
1	"EIF4A3"
1	"EIF4B"
1	"EIF4E"
1	"EIF4E1B"
1	"EIF4E2"
1	"EIF4E3"
1	"EIF4EBP1"
1	"EIF4EBP2"
1	"EIF4EBP3"
5	"EIF4ENIF1"
1	"EIF4G1"
1	"EIF4G2"
1	"EIF4G3"
1	"EIF4H"
1	"EIF5"
1	"EIF5A"
1	"EIF5A2"
1	"EIF5AL1"
1	"EIF5B"
1	"EIF6"
1	"EIPR1"
1	"ELAC1"
1	"ELAC2"
1	"ELANE"
2	"ELAPOR1"
2	"ELAPOR2"
1	"ELAVL1"
1	"ELAVL2"
1	"ELAVL3"
1	"ELAVL4"
4	"ELF1"
4	"ELF2"
4	"ELF3"
4	"ELF4"
1	"ELF5"
1	"ELFN1"
1	"ELFN2"
2	"ELK1"
2	"ELK3"
4	"ELK4"
4	"ELL"
4	"ELL2"
5	"ELL3"
2	"ELMO1"
2	"ELMO2"
1	"ELMO3"
1	"ELMOD1"
1	"ELMOD2"
1	"ELMOD3"
1	"ELN"
3	"ELOA"
4	"ELOA2"
2	"ELOB"
1	"ELOC"
1	"ELOF1"
1	"ELOVL1"
1	"ELOVL2"
1	"ELOVL3"
1	"ELOVL4"
1	"ELOVL5"
1	"ELOVL6"
1	"ELOVL7"
1	"ELP1"
1	"ELP2"
1	"ELP3"
1	"ELP4"
3	"ELP5"
2	"ELP6"
1	"ELSPBP1"
1	"EMB"
1	"EMC1"
2	"EMC10"
1	"EMC2"
1	"EMC3"
1	"EMC4"
2	"EMC6"
1	"EMC7"
2	"EMC8"
2	"EMC9"
15	"EMCN"
10	"EMD"
3	"EME1"
2	"EME2"
1	"EMG1"
6	"EMID1"
6	"EMILIN1"
6	"EMILIN2"
6	"EMILIN3"
1	"EML1"
1	"EML2"
1	"EML3"
1	"EML4"
1	"EML5"
1	"EML6"
5	"EMP1"
1	"EMP2"
9	"EMP3"
2	"EMSY"
1	"EMX1"
1	"EMX2"
1	"EN1"
1	"EN2"
2	"ENAH"
14	"ENAM"
1	"ENC1"
5	"ENDOD1"
1	"ENDOG"
1	"ENDOU"
1	"ENDOV"
10	"ENG"
1	"ENGASE"
18	"ENHO"
1	"ENKD1"
1	"ENKUR"
1	"ENO1"
1	"ENO2"
1	"ENO3"
1	"ENO4"
1	"ENOPH1"
1	"ENOSF1"
2	"ENOX1"
2	"ENOX2"
1	"ENPEP"
1	"ENPP1"
1	"ENPP2"
1	"ENPP3"
1	"ENPP4"
1	"ENPP5"
1	"ENPP6"
1	"ENPP7"
1	"ENSA"
1	"ENTHD1"
1	"ENTPD1"
1	"ENTPD2"
1	"ENTPD3"
1	"ENTPD4"
1	"ENTPD5"
1	"ENTPD6"
1	"ENTPD7"
1	"ENTPD8"
2	"ENTR1"
7	"ENTREP1"
5	"ENTREP2"
5	"ENTREP3"
1	"ENY2"
1	"EOGT"
1	"EOLA1"
1	"EOLA2"
2	"EOMES"
1	"EP300"
1	"EP400"
1	"EPAS1"
1	"EPB41"
1	"EPB41L1"
1	"EPB41L2"
1	"EPB41L3"
1	"EPB41L4A"
1	"EPB41L4B"
1	"EPB41L5"
1	"EPB42"
2	"EPC1"
2	"EPC2"
1	"EPCAM"
10	"EPCIP"
1	"EPDR1"
2	"EPG5"
6	"EPGN"
1	"EPHA1"
1	"EPHA10"
1	"EPHA2"
1	"EPHA3"
1	"EPHA4"
1	"EPHA5"
1	"EPHA6"
1	"EPHA7"
1	"EPHA8"
1	"EPHB1"
1	"EPHB2"
1	"EPHB3"
1	"EPHB4"
1	"EPHB6"
1	"EPHX1"
1	"EPHX2"
1	"EPHX3"
1	"EPHX4"
1	"EPM2A"
1	"EPM2AIP1"
1	"EPN1"
1	"EPN2"
1	"EPN3"
10	"EPO"
9	"EPOR"
1	"EPPIN"
1	"EPPIN-WFDC6"
1	"EPPK1"
1	"EPRS1"
1	"EPS15"
1	"EPS15L1"
3	"EPS8"
3	"EPS8L1"
4	"EPS8L2"
3	"EPS8L3"
9	"EPSTI1"
1	"EPX"
1	"EPYC"
17	"EQTN"
1	"ERAL1"
1	"ERAP1"
1	"ERAP2"
1	"ERAS"
1	"ERBB2"
1	"ERBB3"
1	"ERBB4"
2	"ERBIN"
1	"ERC1"
5	"ERC2"
1	"ERCC1"
1	"ERCC2"
1	"ERCC3"
1	"ERCC4"
26	"ERCC5"
1	"ERCC6"
1	"ERCC6L"
1	"ERCC6L2"
1	"ERCC8"
6	"EREG"
2	"ERF"
5	"ERFE"
4	"ERG"
2	"ERG28"
1	"ERGIC1"
1	"ERGIC2"
1	"ERGIC3"
1	"ERH"
1	"ERI1"
1	"ERI2"
1	"ERI3"
10	"ERICH1"
6	"ERICH2"
4	"ERICH3"
16	"ERICH4"
15	"ERICH5"
2	"ERICH6"
4	"ERICH6B"
2	"ERLEC1"
1	"ERLIN1"
1	"ERLIN2"
1	"ERMAP"
2	"ERMARD"
1	"ERMN"
1	"ERMP1"
1	"ERN1"
1	"ERN2"
1	"ERO1A"
1	"ERO1B"
1	"ERP27"
2	"ERP29"
1	"ERP44"
9	"ERRFI1"
1	"ERV3-1"
1	"ERVFRD-1"
10	"ERVMER34-1"
1	"ERVV-1"
1	"ERVV-2"
1	"ERVW-1"
1	"ESAM"
2	"ESCO1"
2	"ESCO2"
1	"ESD"
1	"ESF1"
5	"ESM1"
2	"ESPL1"
9	"ESPN"
1	"ESPNL"
1	"ESR1"
1	"ESR2"
1	"ESRP1"
2	"ESRP2"
1	"ESRRA"
1	"ESRRB"
1	"ESRRG"
1	"ESS2"
4	"ESX1"
1	"ESYT1"
2	"ESYT2"
1	"ESYT3"
10	"ETAA1"
1	"ETF1"
1	"ETFA"
1	"ETFB"
1	"ETFBKMT"
1	"ETFDH"
1	"ETFRF1"
1	"ETHE1"
1	"ETNK1"
1	"ETNK2"
1	"ETNPPL"
2	"ETS1"
2	"ETS2"
2	"ETV1"
4	"ETV2"
4	"ETV3"
4	"ETV3L"
2	"ETV4"
2	"ETV5"
4	"ETV6"
4	"ETV7"
8	"EVA1A"
10	"EVA1B"
2	"EVA1C"
5	"EVC"
5	"EVC2"
13	"EVI2A"
14	"EVI2B"
1	"EVI5"
1	"EVI5L"
1	"EVL"
1	"EVPL"
6	"EVPLL"
1	"EVX1"
1	"EVX2"
1	"EWSR1"
1	"EXD1"
1	"EXD2"
1	"EXD3"
1	"EXO1"
1	"EXO5"
2	"EXOC1"
1	"EXOC2"
2	"EXOC3"
2	"EXOC3L1"
4	"EXOC3L2"
5	"EXOC3L4"
2	"EXOC4"
1	"EXOC5"
2	"EXOC6"
2	"EXOC6B"
1	"EXOC7"
2	"EXOC8"
1	"EXOG"
1	"EXOSC1"
1	"EXOSC10"
1	"EXOSC2"
1	"EXOSC3"
1	"EXOSC4"
1	"EXOSC5"
1	"EXOSC6"
1	"EXOSC7"
1	"EXOSC8"
1	"EXOSC9"
10	"EXPH5"
1	"EXT1"
1	"EXT2"
2	"EXTL1"
1	"EXTL2"
1	"EXTL3"
2	"EYA1"
2	"EYA2"
2	"EYA3"
2	"EYA4"
4	"EYS"
1	"EZH1"
1	"EZH2"
18	"EZHIP"
1	"EZR"
1	"F10"
1	"F11"
4	"F11R"
1	"F12"
1	"F13A1"
1	"F13B"
1	"F2"
5	"F2R"
4	"F2RL1"
1	"F2RL2"
4	"F2RL3"
9	"F3"
1	"F5"
1	"F7"
1	"F8"
2	"F8A2"
1	"F9"
1	"FA2H"
1	"FAAH"
1	"FAAH2"
5	"FAAP100"
8	"FAAP20"
3	"FAAP24"
1	"FABP1"
1	"FABP12"
1	"FABP2"
1	"FABP3"
1	"FABP4"
1	"FABP5"
1	"FABP6"
1	"FABP7"
1	"FABP9"
4	"FADD"
1	"FADS1"
1	"FADS2"
1	"FADS3"
1	"FADS6"
2	"FAF1"
1	"FAF2"
1	"FAH"
1	"FAHD1"
1	"FAHD2A"
1	"FAHD2B"
3	"FAIM"
1	"FAIM2"
6	"FAM107A"
6	"FAM107B"
8	"FAM110A"
6	"FAM110B"
6	"FAM110C"
10	"FAM110D"
5	"FAM111A"
5	"FAM111B"
4	"FAM114A1"
3	"FAM114A2"
5	"FAM117A"
5	"FAM117B"
1	"FAM118A"
1	"FAM118B"
2	"FAM120A"
19	"FAM120AOS"
2	"FAM120B"
2	"FAM120C"
5	"FAM124A"
5	"FAM124B"
9	"FAM131A"
9	"FAM131B"
9	"FAM131C"
2	"FAM133A"
2	"FAM133B"
1	"FAM135A"
1	"FAM135B"
1	"FAM136A"
1	"FAM13A"
1	"FAM13B"
5	"FAM13C"
5	"FAM149A"
5	"FAM149B1"
1	"FAM151A"
1	"FAM151B"
24	"FAM153A"
11	"FAM156A"
11	"FAM156B"
2	"FAM161A"
2	"FAM161B"
6	"FAM162A"
6	"FAM162B"
9	"FAM163A"
9	"FAM163B"
6	"FAM167A"
6	"FAM167B"
9	"FAM168A"
9	"FAM168B"
5	"FAM169A"
12	"FAM170A"
12	"FAM170B"
7	"FAM171A1"
7	"FAM171A2"
7	"FAM171B"
6	"FAM174A"
10	"FAM174B"
10	"FAM174C"
5	"FAM177A1"
5	"FAM177B"
5	"FAM178B"
10	"FAM180A"
11	"FAM180B"
5	"FAM181A"
6	"FAM181B"
2	"FAM184A"
2	"FAM184B"
5	"FAM185A"
10	"FAM186A"
7	"FAM186B"
6	"FAM187A"
7	"FAM187B"
4	"FAM193A"
5	"FAM193B"
5	"FAM199X"
1	"FAM200A"
1	"FAM200B"
1	"FAM200C"
3	"FAM204A"
16	"FAM209A"
16	"FAM209B"
1	"FAM20A"
1	"FAM20B"
1	"FAM20C"
1	"FAM210A"
2	"FAM210B"
10	"FAM216A"
10	"FAM216B"
8	"FAM217A"
10	"FAM217B"
5	"FAM219A"
5	"FAM219B"
12	"FAM220A"
1	"FAM221A"
1	"FAM221B"
9	"FAM222A"
9	"FAM222B"
2	"FAM227A"
2	"FAM227B"
13	"FAM228A"
10	"FAM229A"
10	"FAM229B"
5	"FAM234A"
1	"FAM234B"
10	"FAM241A"
5	"FAM241B"
18	"FAM24A"
18	"FAM24B"
16	"FAM25A"
16	"FAM25G"
2	"FAM32A"
1	"FAM3A"
1	"FAM3B"
1	"FAM3C"
1	"FAM3D"
5	"FAM43A"
6	"FAM43B"
1	"FAM47A"
1	"FAM47B"
1	"FAM47C"
1	"FAM47E"
1	"FAM47E-STBD1"
1	"FAM50A"
1	"FAM50B"
6	"FAM53A"
7	"FAM53B"
6	"FAM53C"
2	"FAM72A"
2	"FAM72B"
2	"FAM72C"
2	"FAM72D"
1	"FAM76A"
2	"FAM76B"
1	"FAM78A"
4	"FAM78B"
5	"FAM81A"
5	"FAM81B"
9	"FAM83A"
6	"FAM83B"
9	"FAM83C"
6	"FAM83E"
6	"FAM83F"
6	"FAM83G"
9	"FAM83H"
1	"FAM86B1"
2	"FAM86B2"
6	"FAM89A"
6	"FAM89B"
5	"FAM8A1"
1	"FAM90A1"
1	"FAM90A26"
2	"FAM91A1"
2	"FAM98A"
1	"FAM98B"
2	"FAM98C"
23	"FAM9A"
21	"FAM9B"
23	"FAM9C"
1	"FAN1"
1	"FANCA"
5	"FANCB"
5	"FANCC"
2	"FANCD2"
10	"FANCD2OS"
5	"FANCE"
10	"FANCF"
5	"FANCG"
2	"FANCI"
2	"FANCL"
1	"FANCM"
1	"FANK1"
1	"FAP"
1	"FAR1"
1	"FAR2"
1	"FARP1"
1	"FARP2"
1	"FARS2"
1	"FARSA"
1	"FARSB"
5	"FAS"
5	"FASLG"
1	"FASN"
6	"FASTK"
1	"FASTKD1"
6	"FASTKD2"
4	"FASTKD3"
5	"FASTKD5"
1	"FAT1"
1	"FAT2"
1	"FAT3"
1	"FAT4"
15	"FATE1"
1	"FAU"
1	"FAXC"
1	"FAXDC2"
5	"FBF1"
1	"FBH1"
1	"FBL"
1	"FBLIM1"
1	"FBLL1"
2	"FBLN1"
1	"FBLN2"
1	"FBLN5"
1	"FBLN7"
2	"FBN1"
1	"FBN2"
1	"FBN3"
1	"FBP1"
1	"FBP2"
6	"FBRS"
5	"FBRSL1"
1	"FBXL12"
1	"FBXL13"
5	"FBXL14"
5	"FBXL15"
6	"FBXL16"
2	"FBXL17"
5	"FBXL18"
2	"FBXL19"
2	"FBXL2"
2	"FBXL20"
9	"FBXL22"
5	"FBXL3"
1	"FBXL4"
5	"FBXL5"
2	"FBXL6"
5	"FBXL7"
5	"FBXL8"
5	"FBXO10"
1	"FBXO11"
2	"FBXO15"
3	"FBXO16"
1	"FBXO17"
1	"FBXO2"
1	"FBXO21"
1	"FBXO22"
2	"FBXO24"
5	"FBXO25"
1	"FBXO27"
6	"FBXO28"
1	"FBXO3"
4	"FBXO30"
2	"FBXO31"
5	"FBXO32"
5	"FBXO33"
7	"FBXO34"
4	"FBXO36"
5	"FBXO38"
6	"FBXO39"
2	"FBXO4"
4	"FBXO40"
4	"FBXO41"
1	"FBXO42"
5	"FBXO43"
1	"FBXO44"
1	"FBXO45"
7	"FBXO46"
4	"FBXO47"
3	"FBXO48"
6	"FBXO5"
1	"FBXO6"
1	"FBXO7"
1	"FBXO8"
1	"FBXO9"
2	"FBXW10"
1	"FBXW10B"
2	"FBXW11"
1	"FBXW12"
3	"FBXW2"
1	"FBXW4"
1	"FBXW5"
1	"FBXW7"
3	"FBXW8"
2	"FBXW9"
10	"FCAMR"
1	"FCAR"
11	"FCER1A"
1	"FCER1G"
1	"FCER2"
1	"FCF1"
10	"FCGR1A"
6	"FCGR2A"
11	"FCGR2B"
11	"FCGR2C"
11	"FCGR3A"
11	"FCGR3B"
1	"FCGRT"
2	"FCHO1"
1	"FCHO2"
2	"FCHSD1"
1	"FCHSD2"
11	"FCMR"
1	"FCN1"
1	"FCN2"
1	"FCN3"
1	"FCRL1"
5	"FCRL2"
4	"FCRL3"
5	"FCRL4"
1	"FCRL5"
5	"FCRL6"
10	"FCRLA"
11	"FCRLB"
1	"FCSK"
19	"FDCSP"
1	"FDFT1"
1	"FDPS"
1	"FDX1"
1	"FDX2"
1	"FDXACB1"
1	"FDXR"
1	"FECH"
3	"FEM1A"
2	"FEM1B"
4	"FEM1C"
1	"FEN1"
1	"FER"
1	"FER1L6"
1	"FERD3L"
1	"FERMT1"
1	"FERMT2"
1	"FERMT3"
2	"FERRY3"
1	"FES"
1	"FETUB"
4	"FEV"
5	"FEZ1"
1	"FEZ2"
5	"FEZF1"
5	"FEZF2"
9	"FFAR1"
5	"FFAR2"
5	"FFAR3"
4	"FFAR4"
1	"FGA"
1	"FGB"
1	"FGD1"
1	"FGD2"
1	"FGD3"
1	"FGD4"
1	"FGD5"
1	"FGD6"
1	"FGF1"
1	"FGF10"
5	"FGF11"
1	"FGF12"
5	"FGF13"
1	"FGF14"
5	"FGF16"
5	"FGF17"
5	"FGF18"
6	"FGF19"
1	"FGF2"
5	"FGF20"
6	"FGF21"
1	"FGF22"
8	"FGF23"
1	"FGF3"
1	"FGF4"
1	"FGF5"
1	"FGF6"
1	"FGF7"
1	"FGF8"
1	"FGF9"
10	"FGFBP1"
9	"FGFBP2"
9	"FGFBP3"
1	"FGFR1"
4	"FGFR1OP2"
1	"FGFR2"
1	"FGFR3"
1	"FGFR4"
4	"FGFRL1"
1	"FGG"
1	"FGGY"
1	"FGL1"
1	"FGL2"
1	"FGR"
1	"FH"
1	"FHAD1"
1	"FHDC1"
2	"FHIP1A"
2	"FHIP1B"
2	"FHIP2A"
2	"FHIP2B"
1	"FHIT"
1	"FHL1"
1	"FHL2"
1	"FHL3"
1	"FHL5"
1	"FHOD1"
1	"FHOD3"
1	"FIBCD1"
9	"FIBIN"
1	"FIBP"
1	"FICD"
1	"FIG4"
1	"FIGLA"
1	"FIGN"
1	"FIGNL1"
6	"FILIP1"
1	"FILIP1L"
1	"FIP1L1"
4	"FIRRM"
1	"FIS1"
3	"FITM1"
3	"FITM2"
14	"FIZ1"
1	"FJX1"
1	"FKBP10"
1	"FKBP11"
1	"FKBP14"
1	"FKBP15"
1	"FKBP1A"
1	"FKBP1B"
1	"FKBP1C"
1	"FKBP2"
1	"FKBP3"
1	"FKBP4"
1	"FKBP5"
1	"FKBP6"
1	"FKBP7"
1	"FKBP8"
1	"FKBP9"
1	"FKBPL"
1	"FKRP"
1	"FKTN"
11	"FLACC1"
1	"FLAD1"
2	"FLCN"
3	"FLG"
1	"FLG2"
4	"FLI1"
1	"FLII"
1	"FLNA"
1	"FLNB"
1	"FLNC"
1	"FLOT1"
1	"FLOT2"
1	"FLRT1"
1	"FLRT2"
1	"FLRT3"
1	"FLT1"
1	"FLT3"
14	"FLT3LG"
1	"FLT4"
1	"FLVCR1"
1	"FLVCR2"
6	"FLYWCH1"
15	"FLYWCH2"
5	"FMC1"
1	"FMC1-LUC7L2"
1	"FMN1"
1	"FMN2"
1	"FMNL1"
1	"FMNL2"
1	"FMNL3"
1	"FMO1"
1	"FMO2"
1	"FMO3"
1	"FMO4"
1	"FMO5"
1	"FMOD"
1	"FMR1"
15	"FMR1NB"
1	"FN1"
1	"FN3K"
1	"FN3KRP"
2	"FNBP1"
1	"FNBP1L"
2	"FNBP4"
1	"FNDC1"
10	"FNDC10"
10	"FNDC11"
1	"FNDC3A"
1	"FNDC3B"
6	"FNDC4"
6	"FNDC5"
1	"FNDC7"
10	"FNDC8"
10	"FNDC9"
1	"FNIP1"
1	"FNIP2"
2	"FNTA"
1	"FNTB"
2	"FOCAD"
1	"FOLH1"
1	"FOLR1"
1	"FOLR2"
5	"FOLR3"
1	"FOS"
1	"FOSB"
1	"FOSL1"
1	"FOSL2"
1	"FOXA1"
1	"FOXA2"
1	"FOXA3"
1	"FOXB1"
1	"FOXB2"
1	"FOXD2"
1	"FOXD3"
1	"FOXD4"
1	"FOXD4L1"
1	"FOXD4L3"
1	"FOXD4L4"
1	"FOXD4L5"
1	"FOXE1"
1	"FOXE3"
1	"FOXF1"
1	"FOXG1"
1	"FOXH1"
1	"FOXI1"
1	"FOXI2"
1	"FOXJ1"
1	"FOXJ2"
1	"FOXJ3"
1	"FOXK1"
1	"FOXK2"
1	"FOXL1"
19	"FOXL2NB"
1	"FOXM1"
1	"FOXN1"
1	"FOXN2"
1	"FOXN3"
1	"FOXN4"
1	"FOXO1"
1	"FOXO3"
27	"FOXO3B"
1	"FOXO4"
1	"FOXP1"
1	"FOXP2"
1	"FOXP3"
1	"FOXP4"
1	"FOXQ1"
1	"FOXR1"
3	"FOXR2"
1	"FOXRED1"
1	"FOXRED2"
1	"FOXS1"
1	"FPGS"
1	"FPGT"
1	"FPGT-TNNI3K"
1	"FPR1"
1	"FPR2"
1	"FPR3"
1	"FRA10AC1"
1	"FRAS1"
14	"FRAT1"
11	"FRAT2"
1	"FREM1"
1	"FREM2"
1	"FREM3"
14	"FREY1"
1	"FRG1"
1	"FRG2"
1	"FRG2B"
1	"FRG2C"
1	"FRK"
3	"FRMD1"
2	"FRMD3"
1	"FRMD4A"
1	"FRMD4B"
1	"FRMD5"
1	"FRMD6"
2	"FRMD7"
2	"FRMD8"
3	"FRMPD1"
1	"FRMPD2"
3	"FRMPD3"
2	"FRMPD4"
1	"FRRS1"
4	"FRRS1L"
3	"FRS2"
3	"FRS3"
1	"FRY"
1	"FRYL"
4	"FRZB"
6	"FSBP"
17	"FSCB"
1	"FSCN1"
1	"FSCN2"
3	"FSCN3"
5	"FSD1"
1	"FSD1L"
1	"FSD2"
9	"FSHB"
2	"FSHR"
5	"FSIP1"
5	"FSIP2"
1	"FST"
1	"FSTL1"
1	"FSTL3"
1	"FSTL4"
1	"FSTL5"
1	"FTCD"
1	"FTCDNL1"
1	"FTH1"
1	"FTHL17"
1	"FTL"
1	"FTMT"
2	"FTO"
1	"FTSJ1"
1	"FTSJ3"
1	"FUBP1"
1	"FUBP3"
1	"FUCA1"
1	"FUCA2"
1	"FUNDC1"
1	"FUNDC2"
1	"FUOM"
1	"FURIN"
1	"FUS"
1	"FUT10"
1	"FUT11"
1	"FUT2"
1	"FUT3"
1	"FUT4"
1	"FUT5"
1	"FUT6"
1	"FUT7"
2	"FUT8"
1	"FUT9"
2	"FUZ"
1	"FXN"
1	"FXR1"
1	"FXR2"
1	"FXYD1"
1	"FXYD2"
1	"FXYD3"
1	"FXYD4"
14	"FXYD5"
1	"FXYD6"
1	"FXYD6-FXYD2"
1	"FXYD7"
6	"FYB1"
10	"FYB2"
1	"FYCO1"
1	"FYN"
10	"FYTTD1"
1	"FZD1"
1	"FZD10"
1	"FZD2"
1	"FZD3"
1	"FZD4"
1	"FZD5"
1	"FZD6"
1	"FZD7"
1	"FZD8"
1	"FZD9"
1	"FZR1"
10	"G0S2"
2	"G2E3"
2	"G3BP1"
1	"G3BP2"
1	"G6PC1"
1	"G6PC2"
1	"G6PC3"
1	"G6PD"
1	"GAA"
2	"GAB1"
2	"GAB2"
1	"GAB3"
2	"GAB4"
1	"GABARAP"
1	"GABARAPL1"
1	"GABARAPL2"
1	"GABBR1"
1	"GABBR2"
2	"GABPA"
2	"GABPB1"
5	"GABPB2"
1	"GABRA1"
1	"GABRA2"
1	"GABRA3"
1	"GABRA4"
1	"GABRA5"
1	"GABRA6"
1	"GABRB1"
1	"GABRB2"
1	"GABRB3"
1	"GABRD"
1	"GABRE"
1	"GABRG1"
1	"GABRG2"
1	"GABRG3"
1	"GABRP"
1	"GABRQ"
1	"GABRR1"
1	"GABRR2"
1	"GABRR3"
1	"GAD1"
1	"GAD2"
5	"GADD45A"
6	"GADD45B"
5	"GADD45G"
6	"GADD45GIP1"
1	"GADL1"
15	"GAGE1"
15	"GAGE10"
15	"GAGE12C"
15	"GAGE12D"
15	"GAGE12E"
15	"GAGE12F"
15	"GAGE12G"
15	"GAGE12H"
15	"GAGE12J"
15	"GAGE2A"
1	"GAK"
9	"GAL"
1	"GAL3ST1"
2	"GAL3ST2"
1	"GAL3ST3"
2	"GAL3ST4"
1	"GALC"
1	"GALE"
1	"GALK1"
1	"GALK2"
1	"GALM"
1	"GALNS"
1	"GALNT1"
1	"GALNT10"
1	"GALNT11"
1	"GALNT12"
1	"GALNT13"
1	"GALNT14"
1	"GALNT15"
1	"GALNT16"
1	"GALNT17"
1	"GALNT18"
1	"GALNT2"
1	"GALNT3"
1	"GALNT4"
1	"GALNT5"
1	"GALNT6"
1	"GALNT7"
1	"GALNT8"
1	"GALNT9"
1	"GALNTL5"
1	"GALNTL6"
15	"GALP"
4	"GALR1"
1	"GALR2"
4	"GALR3"
1	"GALT"
1	"GAMT"
1	"GANAB"
1	"GANC"
10	"GAP43"
1	"GAPDH"
1	"GAPDHS"
12	"GAPT"
1	"GAPVD1"
1	"GAR1"
6	"GAREM1"
6	"GAREM2"
10	"GARIN1A"
10	"GARIN1B"
1	"GARIN2"
10	"GARIN3"
10	"GARIN4"
10	"GARIN5A"
10	"GARIN5B"
10	"GARIN6"
2	"GARNL3"
3	"GARRE1"
1	"GARS1"
1	"GART"
5	"GAS1"
2	"GAS2"
3	"GAS2L1"
2	"GAS2L2"
2	"GAS2L3"
1	"GAS6"
2	"GAS7"
1	"GAS8"
7	"GASK1A"
7	"GASK1B"
17	"GAST"
1	"GATA1"
1	"GATA2"
1	"GATA3"
1	"GATA4"
1	"GATA5"
1	"GATA6"
4	"GATAD1"
5	"GATAD2A"
5	"GATAD2B"
1	"GATB"
1	"GATC"
1	"GATD1"
1	"GATD3"
1	"GATM"
1	"GBA1"
1	"GBA2"
1	"GBA3"
1	"GBE1"
1	"GBF1"
1	"GBGT1"
1	"GBP1"
1	"GBP2"
1	"GBP3"
1	"GBP4"
1	"GBP5"
1	"GBP6"
1	"GBP7"
1	"GBX1"
1	"GBX2"
1	"GC"
1	"GCA"
1	"GCAT"
3	"GCC1"
3	"GCC2"
1	"GCDH"
1	"GCFC2"
9	"GCG"
4	"GCGR"
1	"GCH1"
2	"GCHFR"
1	"GCK"
1	"GCKR"
1	"GCLC"
2	"GCLM"
5	"GCM1"
5	"GCM2"
1	"GCN1"
2	"GCNA"
1	"GCNT1"
1	"GCNT2"
1	"GCNT3"
1	"GCNT4"
1	"GCNT7"
9	"GCOM1"
18	"GCSAM"
17	"GCSAML"
1	"GCSH"
1	"GDA"
1	"GDAP1"
1	"GDAP1L1"
1	"GDAP2"
1	"GDE1"
4	"GDF1"
4	"GDF10"
1	"GDF11"
4	"GDF15"
4	"GDF2"
4	"GDF3"
4	"GDF5"
1	"GDF6"
4	"GDF7"
4	"GDF9"
1	"GDI1"
1	"GDI2"
9	"GDNF"
1	"GDPD1"
1	"GDPD2"
1	"GDPD3"
1	"GDPD4"
1	"GDPD5"
1	"GDPGP1"
1	"GEM"
2	"GEMIN2"
5	"GEMIN4"
2	"GEMIN5"
1	"GEMIN6"
5	"GEMIN7"
